,Date,Days Feeling
0,2018-01-01,-0.9596632122993469
1,2018-01-02,-0.9877578020095825
2,2018-01-03,-0.9716250896453857
3,2018-01-04,-0.9994044303894043
4,2018-01-05,-0.9995772242546082
5,2018-01-06,-0.9825543761253357
6,2018-01-07,-0.9871490597724915
7,2018-01-08,-0.999473512172699
8,2018-01-09,-0.9943917393684387
9,2018-01-10,-0.9981054067611694
10,2018-01-11,-0.9996917247772217
11,2018-01-12,-0.9724062085151672
12,2018-01-13,-0.9587440490722656
13,2018-01-14,-0.9373912215232849
14,2018-01-15,-0.9736419320106506
15,2018-01-16,-0.9965638518333435
16,2018-01-17,-0.9996405839920044
17,2018-01-18,0.9957563281059265
18,2018-01-19,-0.9989896416664124
19,2018-01-20,-0.999174177646637
20,2018-01-21,-0.9911627769470215
21,2018-01-22,-0.9989432692527771
22,2018-01-23,-0.946145236492157
23,2018-01-24,0.6218034625053406
24,2018-01-25,-0.9997968077659607
25,2018-01-26,-0.9997722506523132
26,2018-01-27,-0.9996639490127563
27,2018-01-28,-0.9980372786521912
28,2018-01-29,-0.9997609257698059
29,2018-01-30,-0.9987087249755859
30,2018-01-31,-0.5818035006523132
31,2018-02-01,-0.9978365302085876
32,2018-02-02,-0.9995794892311096
33,2018-02-03,0.9785738587379456
34,2018-02-04,-0.6689494252204895
35,2018-02-05,-0.9793919920921326
36,2018-02-06,-0.9993765950202942
37,2018-02-07,-0.998222291469574
38,2018-02-08,-0.9933820962905884
39,2018-02-09,-0.9797360897064209
40,2018-02-10,-0.9989101886749268
41,2018-02-11,-0.9976122379302979
42,2018-02-12,-0.8747958540916443
43,2018-02-13,-0.9671952128410339
44,2018-02-14,-0.8883576989173889
45,2018-02-15,-0.9946120977401733
46,2018-02-16,0.9998455047607422
47,2018-02-17,0.9376518726348877
48,2018-02-18,-0.9963698387145996
49,2018-02-19,-0.997421383857727
50,2018-02-20,-0.9960290193557739
51,2018-02-21,0.5798733830451965
52,2018-02-22,-0.9997301697731018
53,2018-02-23,-0.9837487936019897
54,2018-02-24,-0.9253154397010803
55,2018-02-25,-0.9332539439201355
56,2018-02-26,-0.9100204706192017
57,2018-02-27,-0.9582555294036865
58,2018-02-28,-0.9619460105895996
59,2018-03-01,-0.9110925793647766
60,2018-03-02,-0.9895736575126648
61,2018-03-03,0.9559363126754761
62,2018-03-04,-0.9978480339050293
63,2018-03-05,-0.9996961355209351
64,2018-03-06,-0.999776303768158
65,2018-03-07,-0.999505877494812
66,2018-03-08,-0.9387966394424438
67,2018-03-09,-0.9993647933006287
68,2018-03-10,-0.9266425967216492
69,2018-03-11,-0.8323935866355896
70,2018-03-12,0.6290045976638794
71,2018-03-13,-0.999527096748352
72,2018-03-14,-0.9997389912605286
73,2018-03-15,-0.9950320720672607
74,2018-03-16,-0.9996533393859863
75,2018-03-17,-0.9979560375213623
76,2018-03-18,-0.9996395111083984
77,2018-03-19,-0.9773917198181152
78,2018-03-20,-0.999334990978241
79,2018-03-21,0.9961622953414917
80,2018-03-22,-0.993353009223938
81,2018-03-23,0.9609521627426147
