,Date,Days Feeling
0,2020-01-01,0.995148241519928
1,2020-01-02,-0.863812267780304
2,2020-01-03,-0.9980089068412781
3,2020-01-04,0.97552490234375
4,2020-01-05,-0.755466878414154
5,2020-01-06,-0.9986825585365295
6,2020-01-07,-0.9994829893112183
7,2020-01-08,-0.999393105506897
8,2020-01-09,0.9973300695419312
9,2020-01-10,-0.9913820624351501
10,2020-01-11,-0.9993415474891663
11,2020-01-12,0.9573850631713867
12,2020-01-13,0.9816966652870178
13,2020-01-14,-0.9789855480194092
14,2020-01-15,0.9065164923667908
15,2020-01-16,-0.9994264841079712
16,2020-01-17,-0.9919114708900452
17,2020-01-18,-0.9996496438980103
18,2020-01-19,-0.9986401200294495
19,2020-01-20,-0.9928053021430969
20,2020-01-21,0.9911325573921204
21,2020-01-22,0.7632512450218201
22,2020-01-23,0.8231937885284424
23,2020-01-24,-0.9640877842903137
24,2020-01-25,0.9595859050750732
25,2020-01-26,-0.9932236671447754
26,2020-01-27,0.9879606366157532
27,2020-01-28,-0.9982039928436279
28,2020-01-29,-0.9982095956802368
29,2020-01-30,-0.9910920262336731
30,2020-01-31,0.8490756750106812
31,2020-02-01,-0.9985626339912415
32,2020-02-02,-0.9959201812744141
33,2020-02-03,-0.9693562388420105
34,2020-02-04,-0.7854034900665283
35,2020-02-05,0.9978652596473694
36,2020-02-06,-0.9967004656791687
37,2020-02-07,-0.9864563941955566
38,2020-02-08,-0.9890314936637878
39,2020-02-09,-0.9812647700309753
40,2020-02-10,0.998819887638092
41,2020-02-11,-0.9927133917808533
42,2020-02-12,-0.9979178309440613
43,2020-02-13,-0.9994558691978455
44,2020-02-14,0.9993651509284973
45,2020-02-15,-0.9966415166854858
46,2020-02-16,0.9993801116943359
47,2020-02-17,-0.9954352974891663
48,2020-02-18,-0.9995062351226807
49,2020-02-19,-0.757442057132721
50,2020-02-20,0.979971706867218
51,2020-02-21,-0.9919236302375793
52,2020-02-22,-0.999669075012207
53,2020-02-23,-0.9931718111038208
54,2020-02-24,0.9996335506439209
55,2020-02-25,-0.9987220168113708
56,2020-02-26,-0.9991519451141357
57,2020-02-27,-0.9995481371879578
58,2020-02-28,-0.9993040561676025
59,2020-02-29,-0.9994215965270996
60,2020-03-01,-0.9994741082191467
61,2020-03-02,-0.9978996515274048
62,2020-03-03,0.9206504821777344
63,2020-03-04,-0.994581401348114
64,2020-03-05,-0.9948624968528748
65,2020-03-06,0.8490756750106812
66,2020-03-07,0.9976767897605896
67,2020-03-08,-0.9752076864242554
68,2020-03-09,-0.999610960483551
