,Date,Days Feeling
0,2022-01-01,-0.9955291152000427
1,2022-01-02,0.7714687585830688
2,2022-01-03,-0.6333503127098083
3,2022-01-04,-0.9994807839393616
4,2022-01-05,-0.9994884729385376
5,2022-01-06,-0.9774643778800964
6,2022-01-07,-0.9985491633415222
7,2022-01-08,-0.9993382096290588
8,2022-01-09,0.9994196891784668
9,2022-01-10,-0.9997879862785339
10,2022-01-11,0.9991441965103149
11,2022-01-12,0.9848806858062744
12,2022-01-13,0.8080559968948364
13,2022-01-14,0.7381981015205383
14,2022-01-15,-0.8861643671989441
15,2022-01-16,-0.983937680721283
16,2022-01-17,0.9945255517959595
17,2022-01-18,-0.9559372067451477
18,2022-01-19,-0.9955586194992065
19,2022-01-20,0.9760988354682922
20,2022-01-21,-0.999523401260376
21,2022-01-22,-0.9995360374450684
22,2022-01-23,-0.9955348968505859
23,2022-01-24,-0.9992972612380981
24,2022-01-25,0.6668500900268555
25,2022-01-26,-0.9996546506881714
26,2022-01-27,-0.9838283061981201
27,2022-01-28,0.9977109432220459
28,2022-01-29,-0.7078898549079895
29,2022-01-30,-0.9869584441184998
30,2022-01-31,0.5193682909011841
31,2022-02-01,-0.9996871948242188
32,2022-02-02,-0.9994196891784668
33,2022-02-03,-0.9964156150817871
34,2022-02-04,-0.990943968296051
35,2022-02-05,-0.6898953914642334
36,2022-02-06,0.9996716976165771
37,2022-02-07,-0.9985907673835754
38,2022-02-08,-0.9972587823867798
39,2022-02-09,-0.9829340577125549
40,2022-02-10,-0.9778568148612976
41,2022-02-11,-0.9274010062217712
42,2022-02-12,-0.9707217812538147
43,2022-02-13,-0.9978998899459839
44,2022-02-14,0.9131771922111511
45,2022-02-15,0.9981765747070312
46,2022-02-16,-0.9993384480476379
47,2022-02-17,-0.9971064925193787
48,2022-02-18,-0.9994569420814514
49,2022-02-19,0.9790173172950745
50,2022-02-20,-0.9717413783073425
51,2022-02-21,-0.9963807463645935
52,2022-02-22,-0.9952437281608582
53,2022-02-23,0.9994729161262512
54,2022-02-24,-0.9978651404380798
55,2022-02-25,-0.9989429116249084
56,2022-02-26,-0.9547863602638245
57,2022-02-27,-0.9982656836509705
58,2022-02-28,-0.9979715943336487
59,2022-03-01,-0.9709769487380981
60,2022-03-02,-0.9645738005638123
61,2022-03-03,0.9908367395401001
62,2022-03-04,0.9274860620498657
63,2022-03-05,-0.9674641489982605
64,2022-03-06,0.9974765181541443
65,2022-03-07,-0.9986886382102966
66,2022-03-08,-0.995741605758667
67,2022-03-09,-0.9538938403129578
68,2022-03-10,-0.9914593696594238
69,2022-03-11,0.9970974922180176
70,2022-03-12,0.9937393665313721
71,2022-03-13,0.9805343747138977
72,2022-03-14,-0.6309021711349487
73,2022-03-15,-0.985054612159729
74,2022-03-16,-0.9939484596252441
75,2022-03-17,-0.9995675683021545
76,2022-03-18,-0.8206223249435425
77,2022-03-19,-0.9071934223175049
78,2022-03-20,0.748120903968811
79,2022-03-21,0.8490756750106812
80,2022-03-22,-0.9972453117370605
81,2022-03-23,-0.9855158925056458
82,2022-03-24,-0.9978099465370178
83,2022-03-25,-0.9962801337242126
