Date,neg,neu,pos,compound
2018-05-31,0.07864,0.75445,0.076,0.03415
2018-06-01,0.0,0.71475,0.03525,0.05058
2018-06-02,0.06286,0.74057,0.05371,-0.06154
2018-06-03,0.0,0.63775,0.11225,0.23215
2018-06-04,0.0,0.85714,0.0,0.0
2018-06-05,0.0649,0.7978,0.0374,-0.05772
2018-06-06,0.0,0.745,0.16409,0.24926
2018-06-07,0.06427,0.79391,0.05091,0.03041
2018-06-08,0.069,0.76245,0.07764,-0.00526
2018-06-09,0.03842,0.81325,0.06508,0.01358
2018-06-10,0.1099,0.742,0.0481,-0.01293
2018-06-11,0.05482,0.72564,0.12864,0.13348
2018-06-12,0.077,0.714,0.11818,0.04251
2018-06-13,0.08318,0.79918,0.02673,-0.07415
2018-06-14,0.06136,0.81955,0.02818,-0.08754
2018-06-15,0.02336,0.78736,0.09836,0.11834
2018-06-16,0.20338,0.58975,0.08188,-0.06539
2018-06-17,0.0,0.89162,0.03146,0.06166
2018-06-18,0.03845,0.82427,0.04636,0.02155
2018-06-19,0.0778,0.8222,0.0,-0.1261
2018-06-20,0.0237,0.7548,0.1215,0.16163
2018-06-21,0.0605,0.7759,0.0637,-0.00473
2018-06-22,0.12973,0.694,0.08536,-0.07001
2018-06-23,0.01409,0.80191,0.09309,0.14595
2018-06-24,0.12856,0.72311,0.03722,-0.1433
2018-06-25,0.12945,0.73491,0.04464,-0.16333
2018-06-26,0.11682,0.75245,0.03982,-0.0904
2018-06-27,0.06591,0.80027,0.04291,-0.00875
2018-06-28,0.04055,0.76709,0.10145,0.12453
2018-06-29,0.1033,0.6953,0.1015,0.01
2018-06-30,0.07144,0.77222,0.04511,-0.08862
2018-07-01,0.01592,0.83283,0.06783,0.02828
2018-07-02,0.07009,0.81018,0.02882,-0.12555
2018-07-03,0.10491,0.71045,0.09364,0.01905
2018-07-04,0.02591,0.81582,0.06736,0.05881
2018-07-05,0.02083,0.85475,0.04108,0.03035
2018-07-06,0.06445,0.78782,0.05682,0.03415
2018-07-07,0.06582,0.74818,0.09509,0.00096
2018-07-08,0.098,0.67133,0.06417,-0.03595
2018-07-09,0.02673,0.79591,0.08645,0.10501
2018-07-10,0.08209,0.76491,0.06209,-0.05067
2018-07-11,0.0346,0.812,0.0534,0.01957
2018-07-12,0.0153,0.8642,0.0205,0.00017
2018-07-13,0.11936,0.72718,0.06255,-0.12723
2018-07-14,0.05144,0.693,0.14444,0.14566
2018-07-15,0.0,0.76056,0.12833,0.18392
2018-07-16,0.03118,0.726,0.152,0.18523
2018-07-17,0.02718,0.74809,0.13382,0.18081
2018-07-18,0.04527,0.74109,0.12273,0.12138
2018-07-19,0.0,0.79418,0.11491,0.20295
2018-07-20,0.08364,0.747,0.07845,0.03437
2018-07-21,0.05355,0.82,0.03555,-0.00771
2018-07-22,0.0755,0.65533,0.1025,0.0277
2018-07-23,0.02673,0.761,0.12136,0.16238
2018-07-24,0.0425,0.7822,0.0753,0.03272
2018-07-25,0.09491,0.71936,0.09482,-0.01021
2018-07-26,0.09364,0.78173,0.03373,-0.08476
2018-07-27,0.067,0.7009,0.1321,0.07548
2018-07-28,0.0903,0.7396,0.0701,-0.03402
2018-07-29,0.09829,0.69257,0.06643,-0.05651
2018-07-30,0.0879,0.7579,0.0542,-0.03797
2018-07-31,0.12618,0.73518,0.04773,-0.09384
2018-08-01,0.0769,0.7716,0.0515,-0.06681
2018-08-02,0.03117,0.80808,0.07742,0.10988
2018-08-03,0.00945,0.82073,0.07891,0.08699
2018-08-04,0.11022,0.74611,0.03267,-0.09852
2018-08-05,0.039,0.6926,0.0684,0.02236
2018-08-06,0.08445,0.76073,0.06391,-0.04954
2018-08-07,0.06291,0.72055,0.12564,0.13633
2018-08-08,0.066,0.80091,0.04218,-0.03779
2018-08-09,0.07,0.75391,0.08509,0.02513
2018-08-10,0.02283,0.82333,0.0705,0.05832
2018-08-11,0.0736,0.6944,0.032,-0.10348
2018-08-12,0.077,0.742,0.09009,0.04215
2018-08-13,0.06771,0.65629,0.133,0.09333
2018-08-14,0.1252,0.7057,0.0691,-0.15654
2018-08-15,0.0,0.8865,0.03017,0.06359
2018-08-16,0.05573,0.792,0.06136,-0.02652
2018-08-17,0.09618,0.67209,0.14082,0.06634
2018-08-18,0.05071,0.742,0.06443,0.03011
2018-08-19,0.08545,0.75655,0.06709,-0.02976
2018-08-20,0.1479,0.6976,0.0545,-0.13522
2018-08-21,0.06218,0.74809,0.09882,0.01305
2018-08-22,0.07336,0.79645,0.03927,-0.04895
2018-08-23,0.14009,0.71573,0.05327,-0.21298
2018-08-24,0.01736,0.70782,0.093,0.14174
2018-08-25,0.0559,0.7806,0.0635,0.00192
2018-08-26,0.02818,0.85491,0.026,-0.00563
2018-08-27,0.02718,0.80845,0.07345,0.04105
2018-08-28,0.0,0.8034,0.0966,0.12235
2018-08-29,0.03955,0.78709,0.08245,0.07914
2018-08-30,0.02245,0.83009,0.05655,0.08101
2018-08-31,0.0,0.8787,0.0213,0.04019
2018-09-01,0.0,0.813,0.02033,0.02225
2018-09-02,0.02856,0.77467,0.08567,0.10041
2018-09-03,0.02,0.83555,0.05355,0.05502
2018-09-04,0.07308,0.75367,0.09,-0.03998
2018-09-05,0.10092,0.76075,0.055,-0.15156
2018-09-06,0.07883,0.80158,0.03625,-0.05142
2018-09-07,0.12527,0.725,0.05882,-0.12683
2018-09-08,0.07633,0.7535,0.08683,0.02338
2018-09-09,0.10638,0.688,0.08062,-0.10058
2018-09-10,0.01891,0.85736,0.03282,0.03009
2018-09-11,0.00891,0.77982,0.12036,0.1967
2018-09-12,0.16736,0.70064,0.04109,-0.15263
2018-09-13,0.04327,0.77682,0.08909,0.08771
2018-09-14,0.09036,0.708,0.11082,0.00142
2018-09-15,0.0225,0.8295,0.023,-0.01171
2018-09-16,0.03164,0.83982,0.03764,0.01375
2018-09-17,0.02318,0.76536,0.12055,0.15988
2018-09-18,0.0652,0.8139,0.0209,-0.07998
2018-09-19,0.0,0.89009,0.019,0.04004
2018-09-20,0.01573,0.80191,0.09145,0.09086
2018-09-21,0.03717,0.78558,0.09392,0.07767
2018-09-22,0.06833,0.76222,0.05833,0.00547
2018-09-23,0.01973,0.778,0.11136,0.171
2018-09-24,0.084,0.7423,0.0737,0.00853
2018-09-25,0.05408,0.77575,0.08675,0.05872
2018-09-26,0.089,0.74964,0.07045,-0.03722
2018-09-27,0.01331,0.85023,0.05954,0.06874
2018-09-28,0.077,0.757,0.08275,-0.0447
2018-09-29,0.0266,0.7959,0.0775,0.12145
2018-09-30,0.04433,0.69517,0.09383,0.08033
2018-10-01,0.0,0.85455,0.05455,0.07485
2018-10-02,0.08291,0.761,0.06518,-0.03396
2018-10-03,0.0,0.82042,0.09625,0.16924
2018-10-04,0.03909,0.79509,0.07482,0.04671
2018-10-05,0.09533,0.75075,0.07058,-0.05098
2018-10-06,0.07745,0.695,0.13664,0.06974
2018-10-07,0.1676,0.5928,0.0396,-0.25724
2018-10-08,0.0,0.88636,0.02273,0.04171
2018-10-09,0.01873,0.76491,0.12545,0.10175
2018-10-10,0.0207,0.7952,0.0841,0.07313
2018-10-11,0.09245,0.72409,0.09255,-0.0047
2018-10-12,0.08455,0.71745,0.10709,0.02341
2018-10-13,0.07411,0.75689,0.05789,-0.07124
2018-10-14,0.03762,0.65312,0.18425,0.26821
2018-10-15,0.0324,0.8019,0.0657,0.02421
2018-10-16,0.07609,0.75555,0.07745,-0.01924
2018-10-17,0.04336,0.82364,0.04209,-0.01451
2018-10-18,0.13618,0.614,0.15882,-0.00341
2018-10-19,0.04073,0.80355,0.06482,0.03236
2018-10-20,0.0,0.8429,0.0571,0.10674
2018-10-21,0.03018,0.85582,0.02309,0.00701
2018-10-22,0.0223,0.7615,0.1162,0.17177
2018-10-23,0.0405,0.8205,0.039,-0.00704
2018-10-24,0.027,0.8241,0.0489,0.03182
2018-10-25,0.04755,0.79264,0.06891,0.05853
2018-10-26,0.0501,0.8499,0.0,-0.10761
2018-10-27,0.0357,0.7835,0.0808,0.0644
2018-10-28,0.0774,0.7153,0.1073,-0.00531
2018-10-29,0.035,0.834,0.04009,-0.00454
2018-10-30,0.034,0.73673,0.13836,0.18295
2018-10-31,0.031,0.807,0.07867,0.05678
2018-11-01,0.0412,0.7626,0.0963,0.13209
2018-11-02,0.04664,0.74673,0.11573,0.12276
2018-11-03,0.05071,0.70957,0.09686,0.10021
2018-11-04,0.0,0.87882,0.03027,0.05575
2018-11-05,0.08889,0.719,0.08089,-0.02027
2018-11-06,0.022,0.77673,0.11036,0.15993
2018-11-07,0.0985,0.6861,0.1154,0.01075
2018-11-08,0.08991,0.74645,0.07273,-0.03102
2018-11-09,0.09955,0.72827,0.08127,-0.04906
2018-11-10,0.0801,0.747,0.0729,0.03135
2018-11-11,0.07189,0.73678,0.08022,0.05192
2018-11-12,0.03733,0.73508,0.14417,0.17357
2018-11-13,0.05967,0.81317,0.04392,-0.04613
2018-11-14,0.1045,0.7271,0.0684,-0.07245
2018-11-15,0.11518,0.74173,0.05218,-0.09317
2018-11-16,0.0466,0.7031,0.1503,0.20138
2018-11-17,0.08078,0.76511,0.043,-0.04576
2018-11-18,0.0432,0.7574,0.0995,0.06019
2018-11-19,0.042,0.81973,0.04736,0.03812
2018-11-20,0.11618,0.775,0.01791,-0.18055
2018-11-21,0.04527,0.77236,0.09136,0.06706
2018-11-22,0.046,0.74836,0.11473,0.08605
2018-11-23,0.11518,0.66282,0.131,0.02808
2018-11-24,0.05463,0.74762,0.07275,0.00096
2018-11-25,0.14027,0.72273,0.04609,-0.17926
2018-11-26,0.18155,0.63364,0.09382,-0.11477
2018-11-27,0.0247,0.804,0.0713,0.07016
2018-11-28,0.05364,0.76764,0.08782,0.0825
2018-11-29,0.1244,0.6645,0.1111,0.00645
2018-11-30,0.0715,0.7219,0.1066,0.0666
2018-12-01,0.09345,0.77309,0.04255,-0.07064
2018-12-02,0.0,0.7632,0.0368,0.04046
2018-12-03,0.09855,0.75827,0.05227,-0.04219
2018-12-04,0.029,0.80438,0.08969,0.04558
2018-12-05,0.04891,0.76436,0.09573,0.07995
2018-12-06,0.0421,0.8046,0.0533,0.01148
2018-12-07,0.05518,0.79373,0.06018,-0.03327
2018-12-08,0.022,0.7126,0.0652,0.0712
2018-12-09,0.0,0.85714,0.0,0.0
2018-12-10,0.138,0.74855,0.02264,-0.22778
2018-12-11,0.03267,0.78917,0.09483,0.07503
2018-12-12,0.02027,0.75845,0.13036,0.16694
2018-12-13,0.18508,0.68608,0.0455,-0.25
2018-12-14,0.122,0.769,0.02567,-0.18347
2018-12-15,0.05288,0.67112,0.151,0.12231
2018-12-16,0.1481,0.6723,0.0796,-0.13176
2018-12-17,0.07655,0.79709,0.03545,-0.09021
2018-12-18,0.01855,0.87582,0.01473,-0.01392
2018-12-19,0.03627,0.79055,0.08227,0.0392
2018-12-20,0.0389,0.8111,0.05,0.04352
2018-12-21,0.06236,0.77318,0.07355,0.02093
2018-12-22,0.03325,0.7545,0.08738,0.10694
2018-12-23,0.0,0.7815,0.0935,0.14545
2018-12-24,0.05609,0.74718,0.10582,0.10342
2018-12-25,0.06171,0.70329,0.09229,0.03799
2018-12-26,0.03011,0.81222,0.04656,0.04669
2018-12-27,0.03109,0.81791,0.06009,0.02982
2018-12-28,0.084,0.73682,0.08827,0.00115
2018-12-29,0.07718,0.751,0.08082,0.00561
2018-12-30,0.02386,0.72457,0.10871,0.09569
2018-12-31,0.086,0.7211,0.0929,0.00804
2019-01-01,0.08875,0.69525,0.091,-0.03801
2019-01-02,0.0604,0.7501,0.0895,0.06917
2019-01-03,0.0579,0.7659,0.0762,0.07111
2019-01-04,0.0,0.81018,0.09891,0.11234
2019-01-05,0.0,0.8146,0.0854,0.16421
2019-01-06,0.01945,0.73782,0.15191,0.16305
2019-01-07,0.02227,0.81018,0.07664,0.08848
2019-01-08,0.02083,0.869,0.02683,0.01528
2019-01-09,0.03664,0.83745,0.03509,-0.01244
2019-01-10,0.16373,0.71764,0.02773,-0.20755
2019-01-11,0.08982,0.80409,0.01518,-0.14514
2019-01-12,0.0754,0.7227,0.102,0.02635
2019-01-13,0.0,0.718,0.032,0.05658
2019-01-14,0.02909,0.85618,0.02382,-0.00934
2019-01-15,0.06958,0.82525,0.02183,-0.0566
2019-01-16,0.0452,0.7462,0.1086,0.15249
2019-01-17,0.09988,0.7105,0.0645,-0.05786
2019-01-18,0.04818,0.81018,0.05073,-0.00849
2019-01-19,0.04275,0.76838,0.06388,0.08688
2019-01-20,0.0,0.7654,0.0346,0.06364
2019-01-21,0.06027,0.82355,0.02527,-0.07347
2019-01-22,0.10936,0.72745,0.07227,-0.0604
2019-01-23,0.00973,0.77118,0.12818,0.16836
2019-01-24,0.03845,0.81527,0.05545,0.03701
2019-01-25,0.0592,0.7287,0.1121,0.08028
2019-01-26,0.03933,0.684,0.11,0.19942
2019-01-27,0.03467,0.73583,0.06283,0.02068
2019-01-28,0.10845,0.679,0.12173,0.06137
2019-01-29,0.09133,0.69233,0.133,0.05707
2019-01-30,0.05155,0.76718,0.09036,0.04864
2019-01-31,0.0634,0.8113,0.0253,-0.11641
2019-02-01,0.08918,0.74391,0.076,-0.01745
2019-02-02,0.07011,0.697,0.12178,0.03647
2019-02-03,0.078,0.72733,0.08344,-0.00259
2019-02-04,0.09964,0.77436,0.03509,-0.15035
2019-02-05,0.081,0.70809,0.12,0.04945
2019-02-06,0.03011,0.81678,0.042,0.0337
2019-02-07,0.12864,0.74236,0.03809,-0.13634
2019-02-08,0.09717,0.76217,0.05733,-0.05187
2019-02-09,0.0,0.83838,0.03662,0.02829
2019-02-10,0.032,0.74371,0.08143,0.01754
2019-02-11,0.04355,0.78618,0.07936,0.05594
2019-02-12,0.09664,0.75964,0.05282,-0.08642
2019-02-13,0.06882,0.76573,0.07455,0.03898
2019-02-14,0.04773,0.80955,0.05182,0.00981
2019-02-15,0.061,0.824,0.02409,-0.03545
2019-02-16,0.06727,0.73064,0.11118,0.03953
2019-02-17,0.04771,0.64157,0.16786,0.2065
2019-02-18,0.0699,0.7624,0.0677,-0.01049
2019-02-19,0.05258,0.69283,0.17125,0.15541
2019-02-20,0.05982,0.72909,0.12027,0.1187
2019-02-21,0.04117,0.8755,0.0,-0.05816
2019-02-22,0.0219,0.7796,0.0985,0.15507
2019-02-23,0.0,0.79962,0.07538,0.10774
2019-02-24,0.1415,0.69183,0.0,-0.15988
2019-02-25,0.07089,0.77433,0.04367,-0.06122
2019-02-26,0.09964,0.70764,0.10182,0.03758
2019-02-27,0.0333,0.788,0.0787,0.06275
2019-02-28,0.085,0.75782,0.06627,-0.03299
2019-03-01,0.09225,0.80758,0.01683,-0.12042
2019-03-02,0.0238,0.8305,0.0457,0.00674
2019-03-03,0.0636,0.7968,0.0396,-0.02693
2019-03-04,0.0,0.87258,0.04408,0.0668
2019-03-05,0.03191,0.85918,0.018,-0.024
2019-03-06,0.07127,0.774,0.06382,-0.02807
2019-03-07,0.04845,0.75618,0.10445,0.10664
2019-03-08,0.0648,0.7916,0.0436,-0.05073
2019-03-09,0.035,0.767,0.05514,-0.01107
2019-03-10,0.10689,0.74589,0.03622,-0.13109
2019-03-11,0.0852,0.8148,0.0,-0.14496
2019-03-12,0.02991,0.77691,0.10227,0.07776
2019-03-13,0.0,0.88409,0.025,0.0628
2019-03-14,0.05433,0.83167,0.03067,-0.06652
2019-03-15,0.01736,0.82891,0.06282,0.07486
2019-03-16,0.02571,0.76386,0.06757,0.10783
2019-03-17,0.0,0.81438,0.06062,0.09399
2019-03-18,0.10073,0.71018,0.09827,-0.04766
2019-03-19,0.09573,0.72927,0.08409,-0.02213
2019-03-20,0.0,0.84518,0.06391,0.13786
2019-03-21,0.02336,0.80909,0.07664,0.05692
2019-03-22,0.06218,0.79,0.05682,-0.02506
2019-03-23,0.0,0.8609,0.0391,0.08605
2019-03-24,0.06373,0.77091,0.07436,0.05235
2019-03-25,0.054,0.7246,0.1215,0.10192
2019-03-26,0.1147,0.771,0.0144,-0.17096
2019-03-27,0.0428,0.7481,0.1091,0.09507
2019-03-28,0.21691,0.66273,0.02945,-0.26275
2019-03-29,0.06473,0.82645,0.01791,-0.08052
2019-03-30,0.09538,0.71038,0.06925,-0.02344
2019-03-31,0.04767,0.72067,0.065,0.04718
2019-04-01,0.08942,0.71733,0.10983,0.01308
2019-04-02,0.01364,0.74036,0.15509,0.29664
2019-04-03,0.03327,0.75145,0.12436,0.12391
2019-04-04,0.01467,0.89095,0.04676,0.0701
2019-04-05,0.02967,0.76333,0.12367,0.13338
2019-04-06,0.0,0.86789,0.021,0.04683
2019-04-07,0.06308,0.79858,0.055,-0.00053
2019-04-08,0.03264,0.78645,0.09,0.06374
2019-04-09,0.08773,0.71064,0.11073,0.00911
2019-04-10,0.021,0.79255,0.09555,0.11487
2019-04-11,0.05073,0.75609,0.10236,0.07818
2019-04-12,0.0934,0.7271,0.0795,-0.03028
2019-04-13,0.05767,0.70933,0.06633,0.03145
2019-04-14,0.01411,0.82878,0.046,0.02786
2019-04-15,0.07136,0.72745,0.11027,0.1176
2019-04-16,0.05717,0.8595,0.0,-0.09373
2019-04-17,0.01745,0.83191,0.05973,0.09772
2019-04-18,0.11708,0.77858,0.021,-0.10786
2019-04-19,0.11836,0.75773,0.03309,-0.13222
2019-04-20,0.16689,0.70022,0.02178,-0.27377
2019-04-21,0.10456,0.72011,0.06422,-0.10529
2019-04-22,0.04891,0.77555,0.08464,0.05867
2019-04-23,0.0,0.8682,0.0318,0.06224
2019-04-24,0.0,0.841,0.07567,0.1191
2019-04-25,0.10983,0.71925,0.08758,0.05304
2019-04-26,0.0691,0.7999,0.031,-0.09766
2019-04-27,0.03627,0.75136,0.12145,0.12887
2019-04-28,0.093,0.79836,0.01773,-0.12862
2019-04-29,0.047,0.79373,0.06836,0.03678
2019-04-30,0.04064,0.73573,0.13282,0.17596
2019-05-01,0.06158,0.83208,0.023,-0.06963
2019-05-02,0.032,0.8321,0.0359,0.0107
2019-05-03,0.09109,0.78345,0.03455,-0.02143
2019-05-04,0.10638,0.71895,0.12705,-0.01594
2019-05-05,0.0588,0.748,0.12653,0.10387
2019-05-06,0.03667,0.83667,0.07905,0.10883
2019-05-07,0.02352,0.86362,0.06524,0.07896
2019-05-08,0.13295,0.78771,0.03171,-0.22679
2019-05-09,0.08379,0.83021,0.03337,-0.11009
2019-05-10,0.03848,0.81895,0.09495,0.11852
2019-05-11,0.02457,0.88381,0.044,-0.00564
2019-05-12,0.04274,0.846,0.05863,0.02088
2019-05-13,0.04086,0.81886,0.09267,0.07495
2019-05-14,0.02438,0.85619,0.07181,0.04111
2019-05-15,0.0179,0.8266,0.0555,0.04703
2019-05-16,0.04636,0.70736,0.15536,0.15807
2019-05-17,0.12873,0.75373,0.02664,-0.19004
2019-05-18,0.01438,0.87623,0.03246,0.02639
2019-05-19,0.0,0.88889,0.0,0.0
2019-05-20,0.0,0.8204,0.0796,0.13896
2019-05-21,0.0646,0.7273,0.1081,0.10111
2019-05-22,0.0325,0.7622,0.1053,0.12421
2019-05-23,0.0244,0.7864,0.0892,0.08041
2019-05-24,0.01482,0.70809,0.18609,0.28784
2019-05-25,0.0,0.842,0.058,0.09738
2019-05-26,0.04175,0.81308,0.06175,0.00151
2019-05-27,0.06345,0.81782,0.02782,-0.04144
2019-05-28,0.01655,0.81355,0.079,0.07353
2019-05-29,0.04827,0.74609,0.11473,0.13062
2019-05-30,0.0,0.85518,0.05391,0.06195
2019-05-31,0.08055,0.76345,0.065,-0.06352
2019-06-01,0.0,0.80486,0.05229,0.10017
2019-06-02,0.06467,0.76833,0.05589,-0.01543
2019-06-03,0.0887,0.7588,0.0524,-0.04657
2019-06-04,0.0478,0.7419,0.1103,0.08942
2019-06-05,0.04516,0.81758,0.08463,0.02129
2019-06-06,0.11514,0.74876,0.08857,-0.0274
2019-06-07,0.08874,0.76895,0.08968,-0.00176
2019-06-08,0.13307,0.72413,0.07613,-0.132
2019-06-09,0.03084,0.80168,0.11474,0.13869
2019-06-10,0.03843,0.82991,0.08817,0.05703
2019-06-11,0.08286,0.8559,0.01362,-0.14917
2019-06-12,0.10827,0.75591,0.04482,-0.07115
2019-06-13,0.09218,0.69827,0.11864,0.09093
2019-06-14,0.07427,0.77218,0.06264,-0.02702
2019-06-15,0.0985,0.777,0.0245,-0.08489
2019-06-16,0.0605,0.66083,0.112,0.1447
2019-06-17,0.06227,0.68491,0.16191,0.16294
2019-06-18,0.0196,0.8395,0.0409,0.03006
2019-06-19,0.07918,0.79991,0.02991,-0.07071
2019-06-20,0.0549,0.7979,0.0472,-0.01953
2019-06-21,0.0,0.87036,0.03873,0.07203
2019-06-22,0.072,0.69362,0.10938,0.07494
2019-06-23,0.07936,0.71364,0.11609,0.01918
2019-06-24,0.15718,0.68936,0.06255,-0.1476
2019-06-25,0.07364,0.75273,0.08273,0.026
2019-06-26,0.05045,0.73091,0.12773,0.0828
2019-06-27,0.08936,0.76945,0.05036,-0.06615
2019-06-28,0.06127,0.73436,0.11345,0.08545
2019-06-29,0.0328,0.7174,0.1498,0.14177
2019-06-30,0.04411,0.78856,0.05611,0.01566
2019-07-01,0.0252,0.782,0.0928,0.10043
2019-07-02,0.06442,0.8095,0.04275,-0.04156
2019-07-03,0.11967,0.73033,0.06667,-0.06579
2019-07-04,0.04782,0.791,0.07027,0.03669
2019-07-05,0.05182,0.75236,0.10491,0.12863
2019-07-06,0.05388,0.697,0.12413,0.09943
2019-07-07,0.05673,0.745,0.10736,0.07595
2019-07-08,0.0,0.0,0.0,0.0
2019-07-09,0.0257,0.766,0.1083,0.14179
2019-07-10,0.04964,0.79955,0.05991,0.00735
2019-07-11,0.07345,0.78436,0.05127,-0.00727
2019-07-12,0.099,0.68745,0.12264,0.05278
2019-07-13,0.0474,0.8204,0.0322,-0.0468
2019-07-14,0.22214,0.60729,0.02771,-0.29789
2019-07-15,0.09,0.77844,0.02044,-0.10876
2019-07-16,0.08358,0.74975,0.08325,0.00044
2019-07-17,0.0668,0.8029,0.0303,-0.08652
2019-07-18,0.02791,0.82927,0.05191,0.06213
2019-07-19,0.02691,0.75236,0.12982,0.17678
2019-07-20,0.05545,0.78864,0.065,0.00166
2019-07-21,0.10167,0.69389,0.09333,0.07692
2019-07-22,0.07945,0.80091,0.02873,-0.05671
2019-07-23,0.09673,0.73073,0.08164,-0.00625
2019-07-24,0.03336,0.78682,0.08891,0.07998
2019-07-25,0.06527,0.75582,0.088,0.04822
2019-07-26,0.06136,0.82245,0.02527,-0.01614
2019-07-27,0.15655,0.71273,0.03982,-0.15482
2019-07-28,0.07143,0.71271,0.073,0.0423
2019-07-29,0.0,0.84364,0.06545,0.10938
2019-07-30,0.071,0.81709,0.021,-0.05523
2019-07-31,0.01327,0.84236,0.05345,0.03065
2019-08-01,0.0,0.8126,0.0874,0.11949
2019-08-02,0.03509,0.74691,0.12709,0.16227
2019-08-03,0.0505,0.7337,0.1158,0.11548
2019-08-04,0.0,0.847,0.053,0.06627
2019-08-05,0.08227,0.69745,0.12936,0.10965
2019-08-06,0.04178,0.79044,0.05667,0.07007
2019-08-07,0.0768,0.7602,0.063,-0.04183
2019-08-08,0.05091,0.81618,0.042,-0.01103
2019-08-09,0.03827,0.84791,0.02291,-0.00981
2019-08-10,0.0325,0.75067,0.05017,-0.02753
2019-08-11,0.0445,0.7538,0.1017,0.08656
2019-08-12,0.056,0.72156,0.11133,0.10153
2019-08-13,0.12545,0.71891,0.06482,-0.0585
2019-08-14,0.03733,0.83675,0.04258,-0.00304
2019-08-15,0.152,0.6965,0.0515,-0.12673
2019-08-16,0.1667,0.6478,0.0855,-0.13812
2019-08-17,0.01867,0.76644,0.10378,0.14796
2019-08-18,0.059,0.80308,0.05458,-0.05723
2019-08-19,0.02882,0.81218,0.06809,0.06467
2019-08-20,0.05973,0.73973,0.10964,0.06185
2019-08-21,0.03811,0.74922,0.10156,0.08372
2019-08-22,0.08118,0.79336,0.03464,-0.05458
2019-08-23,0.07991,0.691,0.13818,0.08945
2019-08-24,0.09378,0.74833,0.04678,-0.08507
2019-08-25,0.01445,0.78055,0.11418,0.20446
2019-08-26,0.07964,0.795,0.03445,-0.04318
2019-08-27,0.0459,0.797,0.0571,0.00625
2019-08-28,0.05442,0.80242,0.05983,0.01183
2019-08-29,0.13018,0.69,0.08891,-0.08487
2019-08-30,0.04945,0.78464,0.075,0.04668
2019-08-31,0.20357,0.62757,0.026,-0.2817
2019-09-01,0.05942,0.72692,0.13025,0.08123
2019-09-02,0.01582,0.80145,0.09182,0.13546
2019-09-03,0.11864,0.66545,0.12509,0.04886
2019-09-04,0.032,0.7684,0.0996,0.14639
2019-09-05,0.03125,0.752,0.13342,0.13602
2019-09-06,0.0962,0.7834,0.0204,-0.11823
2019-09-07,0.0817,0.7308,0.0875,0.01868
2019-09-08,0.05371,0.728,0.07529,0.00507
2019-09-09,0.03889,0.75622,0.09378,0.07783
2019-09-10,0.0326,0.752,0.1154,0.14902
2019-09-11,0.01764,0.77782,0.11364,0.14883
2019-09-12,0.04436,0.75291,0.11182,0.10016
2019-09-13,0.11167,0.751,0.054,-0.06175
2019-09-14,0.0,0.8015,0.0735,0.11029
2019-09-15,0.07544,0.79056,0.02289,-0.08363
2019-09-16,0.03742,0.85042,0.02883,-0.01622
2019-09-17,0.0289,0.7815,0.0895,0.10309
2019-09-18,0.10225,0.743,0.07142,-0.04989
2019-09-19,0.0,0.82533,0.06356,0.12387
2019-09-20,0.0241,0.8226,0.0533,0.0566
2019-09-21,0.01318,0.87036,0.02555,0.01252
2019-09-22,0.0794,0.5362,0.1844,0.08112
2019-09-23,0.06591,0.76173,0.08136,0.0233
2019-09-24,0.0643,0.7376,0.0982,0.00056
2019-09-25,0.0,0.81927,0.08982,0.15755
2019-09-26,0.10344,0.763,0.02233,-0.17243
2019-09-27,0.07655,0.75636,0.07618,-0.00091
2019-09-28,0.02582,0.78991,0.09336,0.12084
2019-09-29,0.066,0.672,0.15089,0.10052
2019-09-30,0.08591,0.71427,0.10891,-0.01162
2019-10-01,0.07655,0.75882,0.07382,-0.02942
2019-10-02,0.03536,0.812,0.06173,0.0704
2019-10-03,0.0379,0.7582,0.104,0.10434
2019-10-04,0.09709,0.73373,0.07827,-0.04518
2019-10-05,0.0699,0.727,0.1031,0.00941
2019-10-06,0.04112,0.7795,0.05438,0.03494
2019-10-07,0.07473,0.80155,0.03282,-0.01608
2019-10-08,0.04745,0.73909,0.12255,0.13602
2019-10-09,0.06282,0.809,0.03718,-0.04477
2019-10-10,0.07509,0.834,0.0,-0.11658
2019-10-11,0.03491,0.77609,0.09809,0.08479
2019-10-12,0.11255,0.70927,0.08727,-0.08509
2019-10-13,0.077,0.75244,0.05944,-0.07359
2019-10-14,0.2045,0.6109,0.0845,-0.17111
2019-10-15,0.037,0.78418,0.08791,0.04486
2019-10-16,0.03045,0.81345,0.06518,0.04459
2019-10-17,0.02645,0.80682,0.07582,0.06185
2019-10-18,0.09218,0.71445,0.10245,0.01351
2019-10-19,0.10436,0.74173,0.06309,-0.00304
2019-10-20,0.01962,0.81,0.04538,0.08156
2019-10-21,0.04155,0.79855,0.069,0.02272
2019-10-22,0.06555,0.82809,0.01545,-0.10266
2019-10-23,0.12918,0.75891,0.021,-0.18945
2019-10-24,0.1022,0.7978,0.0,-0.18762
2019-10-25,0.10091,0.68127,0.12682,0.00535
2019-10-26,0.0,0.73391,0.17518,0.26517
2019-10-27,0.06392,0.78592,0.07323,0.01902
2019-10-28,0.0,0.78718,0.12191,0.20871
2019-10-29,0.0,0.86491,0.04418,0.09441
2019-10-30,0.08829,0.78152,0.08267,0.03574
2019-10-31,0.06176,0.74553,0.13388,0.12851
